,Planet Name,Host Name,Orbital Period,Discovery Method,Semi-Major Axis (AU),Eccentricity,Radius (R_earth),Mass or Mass * sin(i) (M_earth),Stellar Mass (M_sun)
3779,Kepler-347 c,Kepler-347,27.320871,Transit,0.183,0.0,1.75,3.71,1.05
3780,Kepler-347 d,Kepler-347,85.517344,Transit,0.3802,0.0,3.04,9.48,1.0
3786,Kepler-350 b,Kepler-350,11.189562,Transit,0.104,0.0,1.85,4.08,1.19
3787,Kepler-350 c,Kepler-350,17.849,Transit,0.1385,0.0,3.1,6.1,1.0
3788,Kepler-350 d,Kepler-350,26.136,Transit,0.1786,0.0,2.8,14.9,1.0
3789,Kepler-351 b,Kepler-351,37.054919,Transit,0.214,0.0,3.06,4.8,0.81
3790,Kepler-351 c,Kepler-351,57.24809,Transit,0.287,0.0,3.19,11.1,0.81
3791,Kepler-351 d,Kepler-351,142.544247,Transit,0.5177,0.0,2.72,7.85,0.81
3792,Kepler-352 b,Kepler-352,10.05537,Transit,0.085,0.0,0.86,0.566,0.83
3793,Kepler-352 c,Kepler-352,16.332995,Transit,0.118,0.0,1.24,2.07,0.83
3794,Kepler-352 d,Kepler-352,6.88727999,Transit,0.0657,0.0,0.806,0.449,0.8
3797,Kepler-354 b,Kepler-354,5.47666,Transit,0.054,0.0,1.84,4.04,0.65
3798,Kepler-354 c,Kepler-354,16.934402,Transit,0.115,0.0,1.31,2.27,0.73
3799,Kepler-354 d,Kepler-354,24.209842,Transit,0.146,0.0,1.24,2.07,0.65
3804,Kepler-357 b,Kepler-357,6.475434,Transit,0.063,0.0,1.84,4.04,0.79
3805,Kepler-357 c,Kepler-357,16.85837,Transit,0.12,0.0,2.67,7.61,0.79
3806,Kepler-357 d,Kepler-357,49.499875,Transit,0.246,0.0,3.43,11.6,0.79
3809,Kepler-359 b,Kepler-359,25.563222,Transit,0.178,0.0,3.53,12.2,1.14
3810,Kepler-359 c,Kepler-359,57.68802,Transit,0.307,0.0,4.3,2.9,1.14
3811,Kepler-359 d,Kepler-359,77.095691,Transit,0.372,0.0,4.01,2.7,1.14
3820,Kepler-363 b,Kepler-363,3.614568,Transit,0.048,0.0,1.16,1.65,1.1
3821,Kepler-363 c,Kepler-363,7.542427,Transit,0.079,0.0,1.69,66.4,1.1
3822,Kepler-363 d,Kepler-363,11.932125,Transit,0.107,0.0,2.05,4.86,1.1
3835,Kepler-37 b,Kepler-37,13.36702,Transit,0.1019,0.098,0.31,0.79,0.79
3836,Kepler-37 c,Kepler-37,21.301848,Transit,0.139,0.099,0.755,1.3,0.79
3837,Kepler-37 d,Kepler-37,39.7922622,Transit,0.2109,0.1,2.03,2.0,0.79
3838,Kepler-37 e,Kepler-37,51.196,Transit Timing Variations,0.25,0.0,0.37,8.1,0.8
3843,Kepler-372 b,Kepler-372,6.849692,Transit,0.075,0.0,1.36,2.42,1.15
3844,Kepler-372 c,Kepler-372,20.053763,Transit,0.154,0.0,2.09,5.02,1.2
3845,Kepler-372 d,Kepler-372,30.092568,Transit,0.201,0.0,1.69,3.5,1.15
3848,Kepler-374 b,Kepler-374,1.897806,Transit,0.029,0.0,1.03,1.08,1.04
3849,Kepler-374 c,Kepler-374,3.282807,Transit,0.042,0.0,1.1,1.37,1.04
3850,Kepler-374 d,Kepler-374,5.028219,Transit,0.056,0.0,1.31,2.27,1.04
3864,Kepler-381 b,Kepler-381,5.629021,Transit,0.066,0.0,0.99,0.937,1.2
3865,Kepler-381 c,Kepler-381,13.391635,Transit,0.117,0.0,1.12,1.46,1.2
3866,Kepler-381 d,Kepler-381,8.25629997,Transit,0.085,0.0,1.067,1.23,1.2
3873,Kepler-385 b,Kepler-385,10.043686,Transit,0.097,0.0,2.73,12.8,1.12
3874,Kepler-385 c,Kepler-385,15.163161,Transit,0.127,0.0,3.04,13.2,1.12
3875,Kepler-385 d,Kepler-385,56.4159,Transit,0.3024,0.0,2.619,7.36,1.05
3893,Kepler-394 b,Kepler-394,8.005013,Transit,0.083,0.0,1.6,3.19,1.13
3894,Kepler-394 c,Kepler-394,12.130686,Transit,0.11,0.0,1.66,3.39,1.13
3895,Kepler-394 d,Kepler-394,5.61358023,Transit,0.0646,0.0,1.501,2.86,1.14
3902,Kepler-398 b,Kepler-398,4.081423,Transit,0.044,0.0,0.93,0.749,0.65
3903,Kepler-398 c,Kepler-398,11.419412,Transit,0.087,0.0,1.01,1.01,0.65
3904,Kepler-398 d,Kepler-398,6.83437001,Transit,0.0618,0.0,0.88,0.615,0.72
3905,Kepler-399 b,Kepler-399,14.425281,Transit,0.103,0.0,0.96,0.84,0.9
3906,Kepler-399 c,Kepler-399,26.67569,Transit,0.155,0.0,1.43,2.63,0.9
3907,Kepler-399 d,Kepler-399,58.034616,Transit,0.261,0.0,1.89,4.23,0.9
3912,Kepler-401 b,Kepler-401,14.383035,Transit,0.122,0.0,1.71,3.57,1.17
3913,Kepler-401 c,Kepler-401,47.318218,Transit,0.269,0.0,2.15,5.27,1.17
3914,Kepler-401 d,Kepler-401,184.256405,Transit,0.6503,0.0,2.27,5.77,1.17
3915,Kepler-402 b,Kepler-402,4.028751,Transit,0.051,0.0,1.22,1.98,1.15
3916,Kepler-402 c,Kepler-402,6.124821,Transit,0.068,0.0,1.56,3.05,1.15
3917,Kepler-402 d,Kepler-402,8.921099,Transit,0.087,0.0,1.38,2.48,1.15
3918,Kepler-402 e,Kepler-402,11.242861,Transit,0.102,0.0,1.46,2.73,1.15
3919,Kepler-403 b,Kepler-403,7.031462,Transit,0.076,0.0,1.25,2.1,1.3
3920,Kepler-403 c,Kepler-403,54.280749,Transit,0.297,0.0,1.75,3.71,1.3
3921,Kepler-403 d,Kepler-403,13.61159129,Transit,0.121735,0.0,1.42,2.6,1.25
3934,Kepler-411 b,Kepler-411,3.005156,Transit,0.0375,0.146,2.401,25.6,0.87
3935,Kepler-411 c,Kepler-411,7.834435,Transit,0.0739,0.108,4.421,26.4,0.87
3936,Kepler-411 d,Kepler-411,58.02035,Transit,0.279,0.128,3.319,15.2,0.87
3937,Kepler-411 e,Kepler-411,31.509728,Transit Timing Variations,0.186,0.016,3.28,10.8,0.87
3944,Kepler-416 b,Kepler-416,6.319,Transit Timing Variations,0.0658,0.0,2.48,58.2,1.0
3945,Kepler-416 c,Kepler-416,12.209,Transit Timing Variations,0.1021,0.0,2.45,6.57,1.0
3946,Kepler-416 d,Kepler-416,3.07644709,Transit,0.0407,0.0,1.61,3.22,0.95
3953,Kepler-42 b,Kepler-42,1.2137672,Transit,0.0116,0.04,0.78,0.399,0.13
3954,Kepler-42 c,Kepler-42,0.45328509,Transit,0.006,0.0,0.73,0.315,0.13
3955,Kepler-42 d,Kepler-42,1.865169,Transit,0.0154,0.02,0.57,0.13,0.13
3968,Kepler-431 b,Kepler-431,6.803,Transit,0.0719,0.0,0.764,0.37,1.07
3969,Kepler-431 c,Kepler-431,8.703,Transit,0.0847,0.0,0.668,0.229,1.07
3970,Kepler-431 d,Kepler-431,11.922,Transit,0.1045,0.0,1.11,1.41,1.07
3986,Kepler-444 b,Kepler-444,3.6001053,Transit,0.04178,0.16,0.403,0.0374,0.76
3987,Kepler-444 c,Kepler-444,4.5458841,Transit,0.04881,0.31,0.497,0.0793,0.76
3988,Kepler-444 d,Kepler-444,6.189392,Transit,0.06,0.18,0.53,0.2,0.76
3989,Kepler-444 e,Kepler-444,7.743493,Transit,0.0696,0.1,0.546,0.1,0.76
3990,Kepler-444 f,Kepler-444,9.740486,Transit,0.0811,0.29,0.741,0.332,0.76
3991,Kepler-445 b,Kepler-445,2.984151,Transit,0.0217,0.0,1.58,3.12,0.18
3992,Kepler-445 c,Kepler-445,4.871229,Transit,0.0301,0.0,2.51,6.85,0.18
3993,Kepler-445 d,Kepler-445,8.15275,Transit,0.0439,0.0,1.25,2.1,0.18
3994,Kepler-446 b,Kepler-446,1.565409,Transit,0.0182,0.0,1.5,2.86,0.22
3995,Kepler-446 c,Kepler-446,3.036179,Transit,0.0283,0.0,1.11,1.41,0.22
3996,Kepler-446 d,Kepler-446,5.148921,Transit,0.0403,0.0,1.35,2.39,0.22
4002,Kepler-450 b,Kepler-450,28.454851,Transit,0.1993,0.02,6.14,19.4,1.19
4003,Kepler-450 c,Kepler-450,15.413135,Transit,0.1324,0.02,2.62,12.5,1.19
4004,Kepler-450 d,Kepler-450,7.51464,Transit,0.082,0.14,0.837,17.6,1.19
4005,Kepler-451 c,2MASS J19383260+4603591,1460.0,Eclipse Timing Variations,,0.29,13.5,511.70374,0.48
4006,Kepler-451 d,2MASS J19383260+4603591,43.0,Eclipse Timing Variations,,0.0,13.5,559.378,0.48
4009,Kepler-454 b,Kepler-454,10.5737534,Transit,0.09528,0.32,2.37,5.4,1.03
4010,Kepler-454 c,Kepler-454,524.19,Radial Velocity,1.287,0.0053,12.9,1433.40612,1.03
4011,Kepler-454 d,Kepler-454,4073.0,Radial Velocity,5.1,0.089,13.3,734.18362,1.03
4012,Kepler-457 d,KOI-7892,10.6906004,Transit,0.0996,0.0,2.985,9.19,1.15
4014,Kepler-46 b,Kepler-46,33.60134,Transit,0.1968,0.01,9.057,1907.0,0.9
4015,Kepler-46 c,Kepler-46,57.011,Transit Timing Variations,0.2799,0.0146,13.5,119.499,0.9
4016,Kepler-46 d,Kepler-46,6.766589,Transit,0.067,0.0,1.64,3.33,0.92
4028,Kepler-47 b,Kepler-47,49.4643,Transit,0.2877,0.021,3.05,2.07,0.96
4029,Kepler-47 c,Kepler-47,303.227,Transit,0.9638,0.044,4.65,3.17,0.96
4030,Kepler-47 d,Kepler-47,187.366,Transit,0.6992,0.024,7.04,19.02,0.96
4040,Kepler-48 b,Kepler-48,4.778,Transit,0.053918,0.0,1.88,3.94,0.88
4041,Kepler-48 c,Kepler-48,9.67395,Transit,0.086293,0.0,2.71,14.61,0.88
4042,Kepler-48 d,Kepler-48,42.8961,Transit,0.232907,0.0,2.04,7.93,0.88
4043,Kepler-48 e,Kepler-48,982.0,Radial Velocity,1.898275,0.003142,13.4,657.0,0.88
4044,Kepler-48 f,Kepler-48,5219.681854,Radial Velocity,5.719188,0.015283,13.8,298.581,0.92
4051,Kepler-487 b,Kepler-487,15.3587684,Transit,0.1157,0.0,11.42,,0.91
4052,Kepler-487 c,Kepler-487,38.6519976,Transit,0.2141,0.0,2.68,7.65,0.91
4053,Kepler-487 d,Kepler-487,2.41839004,Transit,0.0337,0.0,2.775,8.12,0.87
4055,Kepler-49 b,Kepler-49,7.2,Transit,0.05929,0.0,2.579,9.77,0.61
4056,Kepler-49 c,Kepler-49,10.91,Transit,0.07821,0.008,2.444,8.38,0.61
4057,Kepler-49 d,Kepler-49,2.576549,Transit,0.031,0.0,1.6,3.19,0.55
4058,Kepler-49 e,Kepler-49,18.596108,Transit,0.116,0.0,1.56,3.05,0.55
4081,Kepler-51 b,Kepler-51,45.154,Transit,0.2514,0.04,7.1,2.1,1.04
4082,Kepler-51 c,Kepler-51,85.312,Transit,0.384,0.014,9.0,4.0,1.04
4083,Kepler-51 d,Kepler-51,130.194,Transit,0.509,0.008,9.7,7.6,1.04
4095,Kepler-52 b,Kepler-52,7.8773565,Transit,0.0637,0.0,2.1,135.0,0.54
4096,Kepler-52 c,Kepler-52,16.3850021,Transit,0.10379,0.012,1.84,45.4,0.54
4097,Kepler-52 d,Kepler-52,36.445171,Transit,0.182,0.0,1.95,4.46,0.58
4109,Kepler-529 b,Kepler-529,1.98035766,Transit,0.0309,0.0,1.86,4.12,1.07
4110,Kepler-529 c,Kepler-529,12.8345022,Transit,0.1075,0.0,2.0,4.66,1.07
4111,Kepler-529 d,Kepler-529,35.86619949,Transit,0.2134,0.0,2.795,8.22,1.01
4112,Kepler-53 b,Kepler-53,18.6489525,Transit,0.139,0.0,2.89,111.0,0.98
4113,Kepler-53 c,Kepler-53,38.5583038,Transit,0.2255,0.0,3.17,36.0,0.98
4114,Kepler-53 d,Kepler-53,9.751962,Transit,0.091,0.0,2.12,5.14,0.98
4127,Kepler-54 b,Kepler-54,8.0109434,Transit,0.0619,0.022,2.1,3.09,0.51
4128,Kepler-54 c,Kepler-54,12.0717249,Transit,0.0809,0.0,1.23,2.1,0.51
4129,Kepler-54 d,Kepler-54,20.995694,Transit,0.126,0.0,1.53,2.96,0.52
4139,Kepler-549 b,Kepler-549,42.9495649,Transit,0.2283,0.0,2.57,11.0,0.88
4140,Kepler-549 c,Kepler-549,117.040498,Transit,0.4453,0.0,2.93,8.91,0.88
4141,Kepler-549 d,Kepler-549,24.61480613,Transit,0.1575,0.0,4.2,16.4,0.86
4142,Kepler-55 b,Kepler-55,27.9481449,Transit,0.1593,0.0,2.43,43.0,0.62
4143,Kepler-55 c,Kepler-55,42.1516418,Transit,0.2095,0.0,2.21,69.8,0.62
4144,Kepler-55 d,Kepler-55,2.211099,Transit,0.029,0.0,1.59,3.15,0.63
4145,Kepler-55 e,Kepler-55,4.617534,Transit,0.048,0.0,1.55,3.02,0.63
4146,Kepler-55 f,Kepler-55,10.198545,Transit,0.081,0.0,1.59,3.15,0.63
4158,Kepler-56 b,Kepler-56,10.5016,Transit,0.1028,0.04,6.51,22.1,1.32
4159,Kepler-56 c,Kepler-56,21.40239,Transit,0.1652,0.0,9.8,181.0,1.32
4160,Kepler-56 d,Kepler-56,1002.0,Radial Velocity,2.16,0.2,12.8,1784.0,1.67
4184,Kepler-58 b,Kepler-58,10.2184954,Transit,0.0927,0.04,2.78,35.5,0.95
4185,Kepler-58 c,Kepler-58,15.5741568,Transit,0.1228,0.0,2.86,53.0,0.95
4186,Kepler-58 d,Kepler-58,40.101371,Transit,0.236,0.0,2.94,8.96,1.04
4187,Kepler-58 e,Kepler-58,4.45814897,Transit,0.0533,0.0,1.61,3.22,1.02
4214,Kepler-60 b,Kepler-60,7.1334,Transit,0.0719,0.0,1.71,4.19,1.04
4215,Kepler-60 c,Kepler-60,8.9187,Transit,0.0835,0.039,1.9,3.85,1.04
4216,Kepler-60 d,Kepler-60,11.8981,Transit,0.1012,0.002,1.99,4.16,1.04
4220,Kepler-603 b,Kepler-603,21.05358596,Transit,0.1502,0.0,2.65,7.51,1.01
4221,Kepler-603 c,Kepler-603,127.9075774,Transit,0.5001,0.0,6.5,34.5,1.01
4222,Kepler-603 d,Kepler-603,6.2171292,Transit,0.0666,0.0,1.32,2.3,1.01
4239,Kepler-616 b,Kepler-616,9.99761851,Transit,0.0927,0.0,2.43,6.48,0.98
4240,Kepler-616 c,Kepler-616,90.4113556,Transit,0.4024,0.0,3.41,11.5,0.98
4241,Kepler-616 d,Kepler-616,51.06740189,Transit,0.2749,0.0,2.653,7.52,1.06
4244,Kepler-619 b,Kepler-619,5.4042722,Transit,0.0611,0.0,3.16,10.1,1.09
4245,Kepler-619 c,Kepler-619,1.20846503,Transit,0.0225,0.0,1.69,3.5,1.09
4246,Kepler-619 d,Kepler-619,11.67894236,Transit,0.1021,0.0,4.17,16.2,1.04
4247,Kepler-62 b,Kepler-62,5.714932,Transit,0.0553,0.0,1.31,9.0,0.69
4248,Kepler-62 c,Kepler-62,12.4417,Transit,0.0929,0.0,0.54,4.0,0.69
4249,Kepler-62 d,Kepler-62,18.16406,Transit,0.12,0.0,1.95,14.0,0.69
4250,Kepler-62 e,Kepler-62,122.3874,Transit,0.427,0.0,1.61,36.0,0.69
4251,Kepler-62 f,Kepler-62,267.291,Transit,0.718,0.0,1.41,35.0,0.69
4285,Kepler-65 b,Kepler-65,2.15491,Transit,0.035,0.028,1.42,2.4,1.25
4286,Kepler-65 c,Kepler-65,5.859944,Transit,0.068,0.02,2.58,5.4,1.25
4287,Kepler-65 d,Kepler-65,8.13123,Transit,0.084,0.014,1.52,4.14,1.25
4288,Kepler-65 e,Kepler-65,258.8,Radial Velocity,0.853931,0.283,13.9,260.0,1.25
4323,Kepler-68 b,Kepler-68,5.39875259,Transit,0.06135,0.09,2.357,8.03,1.06
4324,Kepler-68 c,Kepler-68,9.605027,Transit,0.09008,0.099,0.979,1.3,1.06
4325,Kepler-68 d,Kepler-68,632.62,Radial Velocity,1.469,0.102,13.9,267.0,1.06
4326,Kepler-68 e,Kepler-68,3455.0,Radial Velocity,4.6,0.33,11.2,86.44933,1.06
4415,Kepler-758 b,Kepler-758,12.1097104,Transit,0.1019,0.0,2.48,6.71,1.16
4416,Kepler-758 c,Kepler-758,4.75793986,Transit,0.0547,0.0,1.69,3.5,1.16
4417,Kepler-758 d,Kepler-758,20.4966197,Transit,0.1447,0.0,2.12,5.14,1.16
4418,Kepler-758 e,Kepler-758,8.1934719,Transit,0.0785,0.0,1.53,2.96,1.16
4425,Kepler-763 b,Kepler-763,1.19655156,Transit,0.0205,0.0,1.22,1.98,0.84
4426,Kepler-763 c,Kepler-763,4.09667624,Transit,0.0466,0.0,1.42,2.6,0.8
4427,Kepler-763 d,Kepler-763,6.50327035,Transit,0.0634,0.0,1.67,3.43,0.8
4436,Kepler-770 b,Kepler-770,18.92540274,Transit,0.1694,0.0,2.3,5.9,0.94
4437,Kepler-770 c,Kepler-770,1.47532231,Transit,0.0309,0.0,1.2,1.87,0.94
4438,Kepler-770 d,Kepler-770,4.15244722,Transit,0.0616,0.0,1.4,2.54,0.94
4461,Kepler-79 b,Kepler-79,13.4845,Transit,0.117,0.015,3.47,10.9,1.17
4462,Kepler-79 c,Kepler-79,27.4029,Transit,0.187,0.03,3.72,5.9,1.17
4463,Kepler-79 d,Kepler-79,52.0902,Transit,0.287,0.025,7.16,6.0,1.17
4464,Kepler-79 e,Kepler-79,81.0659,Transit,0.386,0.012,3.49,4.1,1.17
4477,Kepler-80 b,Kepler-80,7.05246,Transit,0.0648,0.0,2.67,6.93,0.73
4478,Kepler-80 c,Kepler-80,9.52355,Transit,0.0792,0.0,2.74,6.74,0.73
4479,Kepler-80 d,Kepler-80,3.07222,Transit,0.0372,0.0,1.53,6.75,0.73
4480,Kepler-80 e,Kepler-80,4.64489,Transit,0.0491,0.0,1.6,4.13,0.73
4481,Kepler-80 f,Kepler-80,0.9867873,Transit,0.0175,0.0,1.21,1.92,0.73
4482,Kepler-80 g,Kepler-80,14.64558,Transit,,,1.13,1.51,0.83
4493,Kepler-81 b,Kepler-81,5.955,Transit,0.0522,0.0,2.42,17.2,0.64
4494,Kepler-81 c,Kepler-81,12.04,Transit,0.08347,0.0,2.37,4.3,0.64
4495,Kepler-81 d,Kepler-81,20.837846,Transit,0.128,0.0,1.21,1.92,0.65
4506,Kepler-82 b,Kepler-82,26.44,Transit,0.1683,0.0033,4.07,12.15,0.91
4507,Kepler-82 c,Kepler-82,51.54,Transit,0.2626,0.007,5.34,13.9,0.91
4508,Kepler-82 d,Kepler-82,2.382961,Transit,0.034,0.0,1.77,3.78,0.96
4509,Kepler-82 e,Kepler-82,5.902206,Transit,0.063,0.0,2.47,6.66,0.96
4510,Kepler-82 f,Kepler-82,75.732,Transit Timing Variations,0.3395,0.0014,4.84,20.9,0.91
4522,Kepler-83 b,Kepler-83,9.77,Transit,0.07295,0.0,2.83,42.1,0.66
4523,Kepler-83 c,Kepler-83,20.09,Transit,0.11796,0.0,2.36,11.4,0.66
4524,Kepler-83 d,Kepler-83,5.169796,Transit,0.051,0.0,1.94,24.6,0.58
4535,Kepler-84 b,Kepler-84,8.726,Transit,0.0827,0.0,2.23,40.0,1.0
4536,Kepler-84 c,Kepler-84,12.883,Transit,0.1072,0.0,2.36,20.2,1.0
4537,Kepler-84 d,Kepler-84,4.224537,Transit,0.052,0.0,1.38,2.48,1.06
4538,Kepler-84 e,Kepler-84,27.434389,Transit,0.181,0.0,2.6,7.27,1.06
4539,Kepler-84 f,Kepler-84,44.552169,Transit,0.25,0.0,2.2,5.48,1.06
4549,Kepler-85 b,Kepler-85,8.3,Transit,0.0766,0.02,1.778,1.84,0.93
4550,Kepler-85 c,Kepler-85,12.51,Transit,0.1007,0.027,1.978,2.15,0.93
4551,Kepler-85 d,Kepler-85,17.91323,Transit,0.13,0.0,1.2,1.87,0.87
4552,Kepler-85 e,Kepler-85,25.216751,Transit,0.163,0.0,1.27,0.6,0.92
4586,Kepler-88 d,KOI-142,1403.0,Radial Velocity,2.46633,0.41,13.1,965.147,0.99
4610,Kepler-9 b,Kepler-9,19.23891,Transit,0.143,0.0609,8.29,43.4,1.02
4611,Kepler-9 c,Kepler-9,38.9853,Transit,0.227,0.06691,8.08,29.9,1.02
4612,Kepler-9 d,Kepler-9,1.592851,Transit,0.0273,0.0,1.64,8.41466,1.07
4613,Kepler-90 i,KOI-351,14.44912,Transit,0.120138,0.0,1.32,2.3,1.12
4637,Kepler-92 b,Kepler-92,13.749,Transit,0.122268,0.17,3.51,64.3,1.21
4638,Kepler-92 c,Kepler-92,26.723,Transit,0.190427,0.04,2.6,6.1,1.21
4639,Kepler-92 d,Kepler-92,49.3568,Transit,0.286661,0.07,2.067,11.86668,1.07
4699,Kepler-968 b,Kepler-968,3.69298373,Transit,0.0389,0.0,2.0,4.66,0.76
4700,Kepler-968 c,Kepler-968,5.70940492,Transit,0.052,0.0,1.69,3.5,0.76
4741,L 98-59 b,L 98-59,2.2531136,Transit,0.02191,0.103,0.85,0.4,0.27
4742,L 98-59 c,L 98-59,3.6906777,Transit,0.0304,0.103,1.385,2.22,0.27
4743,L 98-59 d,L 98-59,7.4507245,Transit,0.0486,0.074,1.521,1.94,0.27
4744,L 98-59 e,L 98-59,12.796,Radial Velocity,0.0717,0.128,1.56,3.06,0.27
4748,LHS 1678 b,LHS 1678,0.8602325,Transit,0.01239,0.033,0.685,0.35,0.35
4749,LHS 1678 c,LHS 1678,3.694284,Transit,0.0327,0.039,0.941,1.4,0.35
4750,LHS 1678 d,LHS 1678,4.9652229,Transit,0.04,0.036,0.981,0.907,0.35
4756,LP 791-18 b,LP 791-18,0.9479981,Transit,0.00978,0.0,1.212,1.94,0.14
4757,LP 791-18 c,LP 791-18,4.9899093,Transit,0.02961,8e-05,2.438,7.1,0.14
4758,LP 791-18 d,LP 791-18,2.753436,Transit,0.01992,0.0015,1.032,0.9,0.14
4960,PSR B1257+12 b,PSR B1257+12,25.262,Pulsar Timing,0.19,0.0,0.338,0.02,1.4
4961,PSR B1257+12 c,PSR B1257+12,66.5419,Pulsar Timing,0.36,0.0186,1.91,4.3,1.4
4962,PSR B1257+12 d,PSR B1257+12,98.2114,Pulsar Timing,0.46,0.0264,1.8,3.9,1.4
5015,TOI-1136 b,TOI-1136,4.1727,Transit,0.05106,0.027,1.9,3.5,1.02
5016,TOI-1136 c,TOI-1136,6.2574,Transit,0.0669,0.11,2.879,6.32,1.02
5017,TOI-1136 d,TOI-1136,12.5199,Transit,0.1062,0.042,4.627,8.35,1.02
5018,TOI-1136 e,TOI-1136,18.801,Transit,0.14,0.0425,2.639,6.07,1.02
5019,TOI-1136 f,TOI-1136,26.321,Transit,0.174,0.001,3.736,9.7,1.02
5020,TOI-1136 g,TOI-1136,39.545,Transit,0.229,0.04,2.53,5.6,1.02
5037,TOI-1246 b,TOI-1246,4.30744,Transit,0.049,,3.01,8.1,0.87
5038,TOI-1246 c,TOI-1246,5.904137,Transit,0.061,0.0,2.451,9.1,0.89
5039,TOI-1246 d,TOI-1246,18.654874,Transit,0.132,0.0,3.431,5.4,0.89
5040,TOI-1246 e,TOI-1246,37.92548,Transit,0.212,0.0,3.514,14.5,0.89
5044,TOI-125 b,TOI-125,4.65382,Transit,0.05186,0.194,2.726,9.5,0.86
5045,TOI-125 c,TOI-125,9.15059,Transit,0.0814,0.066,2.759,6.63,0.86
5046,TOI-125 d,TOI-125,19.98,Transit,0.137,0.168,2.93,13.6,0.86
5048,TOI-1260 b,TOI-1260,3.127463,Transit,0.0367,0.0,2.41,8.56,0.68
5049,TOI-1260 c,TOI-1260,7.493134,Transit,0.0657,0.0,2.76,13.2,0.68
5050,TOI-1260 d,TOI-1260,16.608164,Transit,0.1116,0.0,3.12,11.84,0.68
5132,TOI-1749 b,TOI-1749,2.38839,Transit,0.0291,0.14,1.39,57.0,0.58
5133,TOI-1749 c,TOI-1749,4.4929,Transit,0.0443,0.019,2.12,14.0,0.58
5134,TOI-1749 d,TOI-1749,9.0497,Transit,0.0707,0.062,2.52,15.0,0.58
5142,TOI-178 b,TOI-178,1.914558,Transit,0.02607,,1.152,1.5,0.65
5143,TOI-178 c,TOI-178,3.23845,Transit,0.037,,1.669,4.77,0.65
5144,TOI-178 d,TOI-178,6.5577,Transit,0.0592,,2.572,3.01,0.65
5145,TOI-178 e,TOI-178,9.961881,Transit,0.0783,,2.207,3.86,0.65
5146,TOI-178 f,TOI-178,15.231915,Transit,0.1039,,2.287,7.72,0.65
5147,TOI-178 g,TOI-178,20.7095,Transit,0.1275,,2.87,3.94,0.65
5187,TOI-2076 b,TOI-2076,10.355096,Transit,0.088,0.0,2.771,16.1,0.86
5188,TOI-2076 c,TOI-2076,21.015327,Transit,0.142,0.0,3.694,55.0,0.86
5189,TOI-2076 d,TOI-2076,35.125686,Transit,0.199,0.0,3.431,29.0,0.86
5265,TOI-270 b,TOI-270,3.3601538,Transit,0.03197,0.034,1.206,1.58,0.39
5266,TOI-270 c,TOI-270,5.6605731,Transit,0.04526,0.027,2.355,6.15,0.39
5267,TOI-270 d,TOI-270,11.379573,Transit,0.0721,0.032,2.133,4.78,0.39
5301,TOI-4010 b,TOI-4010,1.348335,Transit,0.0229,0.03,3.02,11.0,0.88
5302,TOI-4010 c,TOI-4010,5.414654,Transit,0.058,0.03,5.93,20.31,0.88
5303,TOI-4010 d,TOI-4010,14.70886,Transit,0.113,0.07,6.18,38.15,0.88
5304,TOI-4010 e,TOI-4010,762.0,Radial Velocity,1.57,0.26,13.3,692.0,0.88
5307,TOI-411 b,HD 22946,4.040295,Transit,0.05727,0.126,1.362,13.71,1.1
5308,TOI-411 c,HD 22946,9.573083,Transit,0.1017,0.16,2.328,9.72,1.1
5318,TOI-431 b,TOI-431,0.490047,Transit,0.0113,0.0,1.28,3.07,0.78
5319,TOI-431 c,TOI-431,4.8494,Radial Velocity,0.052,0.0,1.49,2.83,0.78
5320,TOI-431 d,TOI-431,12.46103,Transit,0.098,0.0,3.29,9.9,0.78
5333,TOI-451 b,TOI-451,1.858703,Transit,0.0283,0.0,1.91,4.31,0.95
5334,TOI-451 c,TOI-451,9.192522,Transit,0.0823,0.0,3.1,9.8,0.95
5335,TOI-451 d,TOI-451,16.364988,Transit,0.1208,0.0,4.07,15.6,0.95
5354,TOI-500 b,TOI-500,0.548177,Transit,0.01189,0.063,1.166,1.42,0.74
5355,TOI-500 c,TOI-500,6.6356,Radial Velocity,,0.072,2.09,5.03,0.74
5356,TOI-500 d,TOI-500,26.233,Radial Velocity,,0.016,6.35,33.12,0.74
5357,TOI-500 e,TOI-500,61.3,Radial Velocity,,0.073,3.99,15.05,0.74
5384,TOI-561 b,TOI-561,0.4465688,Transit,0.0106,0.0,1.425,2.0,0.81
5385,TOI-561 c,TOI-561,10.778831,Transit,0.0884,0.03,2.91,5.39,0.81
5386,TOI-561 d,TOI-561,25.7124,Transit,0.158,0.122,2.82,13.2,0.81
5387,TOI-561 e,TOI-561,77.03,Transit,0.328,0.079,2.55,12.6,0.81
5402,TOI-663 b,TOI-663,2.598902,Transit,0.0295,,2.27,4.45,0.51
5403,TOI-663 c,TOI-663,4.6955507,Transit,0.0437,,2.26,3.65,0.51
5404,TOI-663 d,TOI-663,7.1027268,Transit,0.0576,,1.92,5.2,0.51
5409,TOI-700 b,TOI-700,9.977219,Transit,0.0677,0.075,0.914,0.704,0.42
5410,TOI-700 c,TOI-700,16.051137,Transit,0.0929,0.068,2.6,7.27,0.42
5411,TOI-700 d,TOI-700,37.42396,Transit,0.1633,0.042,1.073,1.25,0.42
5412,TOI-700 e,TOI-700,27.80978,Transit,0.134,0.059,0.953,0.818,0.42
